id,twitter_query,followers_count,statuses_count,favourites_count,name,listed_count,friends_count,cluster,messages_sent,messages_received,out_degree,in_degree,degree,messages_total,contribution_index,sentiment_avg,emotionality_avg,complexity_avg
jimb0_cl0ud,DOGE,99,94,535,cl0ud,1,105,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.3913043439388275,0.21739129722118378,12.982601165771484
jinwandalao1373,DOGE,5,61,24,I,0,18,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.4264705777168274,0.14705882966518402,13.284882545471191
jrosscrypto,BTC,66,241,834,Joshua Ross,1,225,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.4998001158237457,0.23132796585559845,7.3989362716674805
kingblazer13,DOGE,0,0,0,KingBlazer,0,0,cluster_4,,,,,,,,,,
kojopapo,ETH,166,2106,9106,Kojo,4,291,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.009616302326321602,0.21844251453876495,6.387158393859863
laila_days,BTC,0,0,0,Laila,0,0,cluster_4,,,,,,,,,,
ledeir,LINK,0,0,0,J.R.,0,0,cluster_4,,,,,,,,,,
lewis_medeiros,LINK,0,0,0,The One True Nobody!,0,0,cluster_4,,,,,,,,,,
lindsay_pila,ETH,120,4687,10994,Lindsay Pila,0,365,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.4085921049118042,0.25446391105651855,8.864984512329102
lola_noir__,LINK,0,0,0,Lola Noir,0,0,cluster_4,,,,,,,,,,
lucasrumbia,BTC,43,148,115,lucas rumbia,0,166,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9625388979911804,0.3453597128391266,5.79735803604126
matias_rejas,BTC,96,2572,15449,matias69 ,0,890,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.785453200340271,0.19807631522417068,7.920599699020386
mdmahmudur5,BTC,313,6093,1858,Md Arman Sami,0,3482,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.3335876166820526,0.2764809727668762,10.78995418548584
memesporn1,ETH,895,45685,62775,Memes@Porn,4,2110,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9716988205909729,0.23003730177879333,5.23970365524292
missufe_nishiii,BTC,248,53559,42990,✨picknava pick me juseyo✨,1,5001,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
nhm8bdggkklbour,BTC,331,688,17151,川西池田牧場@ダビマス,2,451,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
nokkajip,BTC,42,34300,2398,NokkaNy,4,109,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
nvmemes4liberty,DOGE,0,0,0,𝒩𝑒𝓋𝒶𝒹𝒶 𝑀𝑒𝓂𝑒𝓈 𝒻𝑜𝓇 𝐿𝒾𝒷𝑒𝓇𝓉𝓎 🚀🌵,0,0,cluster_4,,,,,,,,,,
olasupotoby,SOL,0,0,0,Rhydian,0,0,cluster_4,,,,,,,,,,
ooock_,BTC,597,22241,2805,oc,2,4538,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.45025238394737244,0.14737039804458618,5.323541164398193
pawmachine,SOL,0,0,0,cookieplasmosis,0,0,cluster_4,,,,,,,,,,
perry_coins,BTC,132,5273,10919,Perry,0,190,cluster_4,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.7623070478439331,0.2427550107240677,5.263010501861572
randomacts__,ETH,8,60,48,RandomActs,0,131,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7187483310699463,0.25571975111961365,5.138449668884277
ranggamrtdna,LINK,0,0,0,ranggamrtdna,0,0,cluster_4,,,,,,,,,,
romefortune,ETH,0,0,0,RomeFortune.eth is black santa,0,0,cluster_4,,,,,,,,,,
satoshinakaoto,BTC,2703,12261,4467,₿Satoshinakamoto Ⓡ #Dent #Sxp #Hot #Slp #Shiba YTD,12,515,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.4317787289619446,0.1769527643918991,9.83132266998291
shuyao_kong,SHIB,0,0,0,da-bing 大饼 / 饼兄,0,0,cluster_4,,,,,,,,,,
skripsikeakntl,BTC,63,580,42,Ichan🗿,0,220,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
softdoblxs_,SOL,0,0,0,Dory ♡'s Chifuyu y Emma🍃,0,0,cluster_4,,,,,,,,,,
solanawindows,SOL,0,0,0,Solana Windows : 0.25 SOL,0,0,cluster_4,,,,,,,,,,
solstarbase,SOL,0,0,0,Starbase,0,0,cluster_4,,,,,,,,,,
sudheerhar,BTC,15,490,606,sudheer harshana,1,370,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.10098151862621307,0.20867376029491425,5.706521034240723
thunder_lands,LINK,0,0,0,Thunder Lands,0,0,cluster_4,,,,,,,,,,
trades_true,ETH,168,991,2330,2024,4,760,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.36077404022216797,0.15184079110622406,5.393657207489014
xrp_kp,ETH2,0,0,0,🇿🇦KP #RelistXRP,0,0,cluster_4,,,,,,,,,,
yamstered,ETH,0,0,0,yams,0,0,cluster_4,3.0,3.0,1.0,1.0,2.0,6.0,0.0,0.45589197675387066,0.1997079700231552,5.709572474161784
21bitcoinapp,BTC,709,1025,2714,21bitcoin.app 🇪🇺,10,547,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5422338247299194,0.11769233644008636,6.193777084350586
adkz001,DOGE,0,0,0,A D K Z trading 🇫🇷🥖🍷,0,0,cluster_4,,,,,,,,,,
akalimylove,BTC,38,13147,3990,yolomeister🚦,1,4997,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
arena131312,BTC,5,895,205,Yunus Aksu,0,191,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.801397442817688,0.3640884757041931,9.105535507202148
awdwuni4,BTC,23,59,284,سارح,0,231,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
baberafzal,ETH,0,0,0,baberafzal.eth,0,0,cluster_4,,,,,,,,,,
bairhug,BTC,221,2437,13248,Bairhug ⚛️,3,554,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8903850317001343,0.17701169848442078,6.019339561462402
big_brother_au,SOL,0,0,0,฿IG BR₳DA №1®,0,0,cluster_4,,,,,,,,,,
birbmanstanding,ETH,0,0,0,thebirbmanstanding NFT,0,0,cluster_4,,,,,,,,,,
bungaaa122,BTC,0,0,0,Bungaaa 🎏,0,0,cluster_4,,,,,,,,,,
burnunitz,BTC,164,709,982,BURNunitz,2,213,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.44805750250816345,0.12065286189317703,4.947045803070068
chaengielaurent,BTC,54,6791,2873,-R-osé is my love of life,0,797,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
chulocharts,DOGE,0,0,0,"Chulo(3,3)(🎩,🎩)Charts",0,0,cluster_4,,,,,,,,,,
cryptokenhnt,BTC,159,1844,1415,Cryptoken,0,1371,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.021593624725937843,0.31441569328308105,4.869964122772217
cryptonimals,ETH,0,0,0,Cryptonimals,0,0,cluster_4,,,,,,,,,,
dawahwise,LINK,0,0,0,Hashim,0,0,cluster_4,,,,,,,,,,
ddmakyz,BTC,937,8011,6451,Didem Akyüz Saldıran ♉️,0,697,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.22958765923976898,0.22118130326271057,8.241089820861816
destiny_spam1,LINK,0,0,0,Destiny,0,0,cluster_4,,,,,,,,,,
donbtrl,SOL,0,0,0,ꙮ Brice ̓Ροζιὴ-Λαπέρρωζας ꙮ,0,0,cluster_4,,,,,,,,,,
edjewellerybtc,BTC,0,0,0,Ed,0,0,cluster_4,,,,,,,,,,
ekmpsvzla,BTC,1414,19401,949,Ernesto G. Campos P,3,1811,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.09134643524885178,0.18642783164978027,9.87290096282959
emi_altamirano,ETH2,0,0,0,Emiliano,0,0,cluster_4,,,,,,,,,,
erkankamann,ETH,0,0,0,Erkan Kaman,0,0,cluster_4,,,,,,,,,,
ethereumcokucuz,BTC,0,0,0,rana,0,0,cluster_4,1.0,2.0,1.0,2.0,3.0,3.0,-0.33,0.9393189549446106,0.32616958022117615,10.304725646972656
evakittyy,LINK,0,0,0,EvaKittyy,0,0,cluster_4,,,,,,,,,,
felyxmossz,SOL,0,0,0,Felix Moses,0,0,cluster_4,,,,,,,,,,
fortissimo24h,BTC,1,85,66,fortissimo,0,77,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9973812699317932,0.3362038731575012,9.20474624633789
francismuoti,SOL,0,0,0,ReadyPlayerOne,0,0,cluster_4,,,,,,,,,,
gamdom,SHIB,0,0,0,Gamdom,0,0,cluster_4,0.0,2.0,0.0,1.0,1.0,2.0,-1.0,,,
gauchacasada21,LINK,0,0,0,Melissa Gaúcha,0,0,cluster_4,,,,,,,,,,
geimiahvibe,SOL,0,0,0,og rielle,0,0,cluster_4,,,,,,,,,,
hana_gdp,ETH,311,13712,10943,hana | LF RT DEALS | MANIFESTING BIG WINS🥺 |,0,827,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5485097169876099,0.2682178020477295,4.86428165435791
harbi_odun,DOGE,0,0,0,Ikuobolati Harbiodun,0,0,cluster_4,,,,,,,,,,
hjeojeo,LINK,0,0,0,🏳️‍🌈HJ🏳️‍⚧️,0,0,cluster_4,,,,,,,,,,
hoangnguyen696,BTC,15,173,92,Hoang Nguyen,1,124,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.3335876166820526,0.2764809727668762,10.78995418548584
hornylovesickdf,LINK,0,0,0,czarek,0,0,cluster_4,,,,,,,,,,
hotjhenny69,LINK,0,0,0,Jenifer Lyns,0,0,cluster_4,,,,,,,,,,
hr05252619,BTC,9,1006,1442,Hr,0,65,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.98177370429039,0.3477492779493332,9.810919761657715
jeonghanitis,SOL,0,0,0,ً,0,0,cluster_4,,,,,,,,,,
jgjkui,BTC,1,67,10,jgjkui hujgyut,0,96,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7950380444526672,0.1665734201669693,5.910549640655518
joecarlhr,SOL,0,0,0,José Carlos Hurtado,0,0,cluster_4,,,,,,,,,,
jpgodbless,BTC,0,0,0,Jp #TEAM PAYAMAN🇵🇭,0,0,cluster_4,,,,,,,,,,
jungz__,SOL,0,0,0,Jungz 🐊,0,0,cluster_4,,,,,,,,,,
kitano_oji3,BTC,114,936,2025,北のおぢさん,0,309,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
knifebebe,SOL,0,0,0,Knifebebe,0,0,cluster_4,,,,,,,,,,
kucinggendut__,LINK,0,0,0,ay • ✏ comms • CKSJ,0,0,cluster_4,,,,,,,,,,
limkitsiang,LINK,0,0,0,Lim Kit Siang,0,0,cluster_4,,,,,,,,,,
litdriveuk,LINK,0,0,0,Litdrive UK,0,0,cluster_4,,,,,,,,,,
litt3mo0n,SOL,0,0,0,Honey🌳🌳🤍🤍,0,0,cluster_4,,,,,,,,,,
llmrcsz0tthg68c,BTC,205,6360,1512,🍁楓🍁,6,2056,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
marius09357350,BTC,21,2601,563,Marius,0,135,cluster_4,1.0,1.0,3.0,1.0,4.0,2.0,0.0,0.21104557812213898,0.17997674643993378,5.738313674926758
marlenegerrits,BTC,170,2095,11390,Marlene Gerrits,1,226,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0004396321892272681,0.3101625442504883,8.750340461730957
momentomori247,BTC,3,58,100,Crypto maximalist for God and family,0,41,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.16729521751403809,0.310371994972229,4.920391082763672
mr_unluckyboy,ETH,12,262,380,Ashu #CRO,0,98,cluster_4,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.9651763439178467,0.23628149926662445,6.362320423126221
nabellea3,BTC,115,2090,3295,nabellea,0,496,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9867290258407593,0.3221776485443115,5.702138900756836
nflmaliik,SOL,0,0,0,Maliik,0,0,cluster_4,,,,,,,,,,
nikedaisu,BTC,49,905,417,スニーカー好き,0,82,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
niki1365244_ra,LINK,0,0,0,𝘕𝘐𝘒𝘐_𝘉𝘜𝘛𝘛𝘌𝘙𝘍𝘓𝘠໒꒱·,0,0,cluster_4,,,,,,,,,,
niktree77,ETH,0,0,0,Nik Tree,0,0,cluster_4,,,,,,,,,,
nonvitaltooth,BTC,8987,797950,9812,"梁文发,NEO V.H.",429,9038,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
okunlolao,LINK,0,0,0,Forex Trading & Cryptocurrency Strategies,0,0,cluster_4,,,,,,,,,,
onlyboybenji,LINK,0,0,0,Benjamin King,0,0,cluster_4,,,,,,,,,,
operarios,SOL,0,0,0,Hermandad Sacerdotes Operarios Diocesanos,0,0,cluster_4,,,,,,,,,,
patriciosillero,BTC,0,0,0,Patricio López Sillero,0,0,cluster_4,,,,,,,,,,
petitdoudou11,SOL,0,0,0,Petit Doudou,0,0,cluster_4,,,,,,,,,,
poetrybygab,SOL,0,0,0,Gabriela Díaz Quiñones,0,0,cluster_4,,,,,,,,,,
poyogori___05,BTC,91,175,1540,ちょろ,0,221,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
ppkdo_1908,BTC,34,23374,213419,Doppk,1,194,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
prannyj,BTC,0,0,0,Pranny,0,0,cluster_4,,,,,,,,,,
priyankameena64,BTC,290,7690,8551,Priyanka,0,122,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
realdejababe,LINK,0,0,0,DejaBabe 🤰🏾Pregnant,0,0,cluster_4,,,,,,,,,,
retreatrt,LINK,0,0,0,ReTreat Retweet,0,0,cluster_4,,,,,,,,,,
reuben69523244,ETH,0,0,0,Blanko,0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
riegopic_pickaw,BTC,1536,31385,31533,Vijay Singh Gusain 🔱🕉️🔱,13,4563,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568
roxane_btc,BTC,59,996,10433,Rox 🧸,0,46,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.41832485795021057,0.4742824137210846,8.086722373962402
rriesbry999,BTC,279,16195,15019,blank,0,3088,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9245400428771973,0.30142736434936523,4.442747592926025
rsolpod,LINK,0,0,0,The Right Side of Life 🇦🇺,0,0,cluster_4,,,,,,,,,,
sanggondes,BTC,113,14842,1635,SIMBAH,0,2208,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9112065434455872,0.3523847460746765,3.633732795715332
sarambts1,SOL,0,0,0,s a r a ⁷ 🌸,0,0,cluster_4,,,,,,,,,,
shehaniperera98,BTC,7169,12123,13790,piyumi shehara,2,7883,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8728302717208862,0.3056032359600067,5.7896833419799805
shocoa0731,BTC,11,61,63,しょこあ,0,17,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
sol_malfoy_,SOL,0,0,0,Sol,0,0,cluster_4,,,,,,,,,,
solanaskeletons,SOL,0,0,0,SpookySkeletons 'MINTING LIVE',0,0,cluster_4,,,,,,,,,,
sports_lurker,ETH,0,0,0,.,0,0,cluster_4,,,,,,,,,,
squashliverpool,LINK,0,0,0,Squash,0,0,cluster_4,,,,,,,,,,
stebarilli,ETH,6,46,37,stebarilli,0,29,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.6078685820102692,0.2219775766134262,8.946547508239746
sumeet_kadam13,LINK,0,0,0,Sumeet Kadam,0,0,cluster_4,,,,,,,,,,
thecryptosniper,BTC,0,0,0,TheCryptoSniper,0,0,cluster_4,,,,,,,,,,
thyger25,BTC,49,833,1775,thyger🐯,0,125,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.44425010681152344,0.21154747903347015,6.978356838226318
tomfor52,LINK,0,0,0,Thomas Quiter,0,0,cluster_4,,,,,,,,,,
tosi_tommaso,ETH2,0,0,0,Tommaso Tosi 🇺🇸🇮🇹,0,0,cluster_4,,,,,,,,,,
wealthnation__,LINK,0,0,0,Wealth Nation 💰,0,0,cluster_4,,,,,,,,,,
yaetriplex,LINK,0,0,0,YAETRIPLEX,0,0,cluster_4,,,,,,,,,,
2006_tiburon,SOL,0,0,0,Luis Salazar,0,0,cluster_4,,,,,,,,,,
_igoonrich,BTC,17,152,184,CRYPTO GIVEAWAY,0,66,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
alialguraini,BTC,128,12957,3438,علي القريني,1,196,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
alpike_ar,BTC,0,18,0,Alpike Arıcan,0,0,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5580641627311707,0.07184530794620514,5.446722507476807
amelyaabac,BTC,0,13,0,Amelya Abacı,0,0,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5580641627311707,0.07184530794620514,5.446722507476807
anamulh203040,ETH,0,0,0,Anamul Hoque 🎏,0,0,cluster_4,,,,,,,,,,
asif_yrb,DOGE,0,0,0,Asif Iqbal Faysal,0,0,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.3335876166820526,0.2764809727668762,10.78995418548584
ata_aof,SOL,0,0,0,ATA_AÖF,0,0,cluster_4,,,,,,,,,,
blueboyb,SOL,0,0,0,IO,0,0,cluster_4,,,,,,,,,,
blxtwin,SOL,0,0,0,injured! Souya ﹙Angry﹚,0,0,cluster_4,,,,,,,,,,
bobadeesther,SOL,0,0,0,Bobade Esther,0,0,cluster_4,,,,,,,,,,
bonosjrvm,BTC,2675,147880,38743,bonoapuestasgratis,110,1200,cluster_4,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.1289738118648529,0.2349330335855484,8.834400177001953
bunnyyeonn,SHIB,0,0,0,bunny,0,0,cluster_4,,,,,,,,,,
buxxmxt,BTC,8,258,2198,Buxxmxt,0,310,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.38812729716300964,0.23246848583221436,6.910771369934082
cloversventures,LINK,0,0,0,Clovers Ventures,0,0,cluster_4,,,,,,,,,,
cristinacoach,BTC,0,0,0,Cristina Diaz,0,0,cluster_4,,,,,,,,,,
cryptoscotsman,BTC,0,0,0,Crypto Scotsman,0,0,cluster_4,,,,,,,,,,
dcltourguide,SOL,0,0,0,Jessica Gross,0,0,cluster_4,,,,,,,,,,
disgruntledbad1,ETH,1493,47538,62337,disgruntledbadger,5,1972,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7436057329177856,0.16267257928848267,5.383610725402832
dyltrig,ETH,0,0,0,🧲 DylT🆁ig 🧲,0,0,cluster_4,,,,,,,,,,
ehdiii1,DOGE,106,4751,16560,III,0,102,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7995283007621765,0.17634451389312744,7.814260005950928
evisugang111,ETH,53,2485,1488,Evisu Enughs,0,1399,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8064078688621521,0.3208380937576294,4.6651291847229
fakeup,ETH,0,0,0,Fake-Up,0,0,cluster_4,,,,,,,,,,
fatima93324354,BTC,1169,1528,2442,Fatima,0,984,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7333592772483826,0.16887086629867554,8.014842987060547
faustrolldr,SOL,0,0,0,dr_faustroll,0,0,cluster_4,,,,,,,,,,
flaca_patriota,DOGE,147,1532,39,Helen González,0,51,cluster_4,3.0,3.0,1.0,1.0,2.0,6.0,0.0,0.6217985264956951,0.2810211181640625,5.1638503074646
gameverse_,BTC,0,0,0,Gameverse 🎮,0,0,cluster_4,,,,,,,,,,
gems_radar,DOGE,0,0,0,Gems Radar,0,0,cluster_4,,,,,,,,,,
gnell25,BTC,17,379,1534,gNeLL 🔺,0,107,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9393189549446106,0.32616958022117615,10.304725646972656
gusten999,SOL,0,0,0,Anders Gustafsson 🇸🇪,0,0,cluster_4,,,,,,,,,,
hadibakalm2022,BTC,10,225,1032,HadiBakalım,0,229,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9591286778450012,0.36352023482322693,8.494977951049805
harikondabolu,SOL,0,0,0,Hari Kondabolu,0,0,cluster_4,,,,,,,,,,
holy_horsee,BTC,367,2534,4031,volkan astam,0,1233,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.716124951839447,0.14180923998355865,5.078133583068848
isalikestea,LINK,0,0,0,Isa,0,0,cluster_4,,,,,,,,,,
izzeteren07,BTC,1506,2887,2312,İzzet,0,1669,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6411280035972595,0.12667125463485718,8.62199592590332
john21crypto,BTC,480,3001,2748,John21Crypto - BNBPAY,1,65,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
johnnessaldan,SOL,0,0,0,Ldan Johnnessa,0,0,cluster_4,,,,,,,,,,
jrdebangu,SOL,0,0,0,Du Hitmaker,0,0,cluster_4,,,,,,,,,,
kdr55bln,BTC,87,2782,6807,KDR55BLN🇹🇷,0,1764,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9130001664161682,0.29851236939430237,11.196831703186035
koreyptwit,BTC,47,997,4114,Korey P,1,168,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.44212475419044495,0.22071251273155212,6.4919233322143555
lk_designs0,ETH,13,211,127,Levikyle,0,84,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.4000000059604645,0.20000000298023224,12.311432838439941
mapi58,SOL,0,0,0,Mapi,0,0,cluster_4,,,,,,,,,,
margacong,ETH2,0,0,0,MargaHG ⨺ 🌻,0,0,cluster_4,,,,,,,,,,
massanagranaire,SOL,0,0,0,Manel Vidal Boix,0,0,cluster_4,,,,,,,,,,
michishirube123,BTC,9944,167255,172050,みちしるべ@息子3人育て中🎀,37,9548,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
mietajos,BTC,89,1515,328,alfin,0,411,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9201213121414185,0.33036819100379944,5.334906101226807
misskittyfoxx,LINK,0,0,0,𝓜𝓲𝓼𝓼 𝓚𝓲𝓽𝓽𝔂 𝓕𝓸𝔁𝔁 🇬🇧,0,0,cluster_4,,,,,,,,,,
mitchellmm01,BTC,15,318,394,Mitch,0,75,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.41742339730262756,0.18535499274730682,5.230576992034912
mojangbandungg2,BTC,130,2343,1401,@green80,0,1118,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7675612568855286,0.24125340580940247,3.184999704360962
neco59384220,BTC,8,3515,3313,Neco,0,41,cluster_4,3.0,3.0,1.0,1.0,2.0,6.0,0.0,0.8332343697547913,0.27292414506276447,10.775772412618002
nft__mania,BTC,612,4947,357,NFT MANIA,7,19,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.46038711071014404,0.05553054437041283,3.683957099914551
ntv,BTC,7617633,290131,2,NTV,5635,27,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.7221555113792419,0.1389782652258873,6.976523399353027
nu4l683gbko2xyu,BTC,17,235,1366,まぁ,0,83,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
opi1983,SOL,0,0,0,opi ropiah,0,0,cluster_4,,,,,,,,,,
orange_invest,ETH,0,0,0,みかん🍊@NFT好きな暗号資産投資家,0,0,cluster_4,,,,,,,,,,
pandadada_d_a,BTC,9,54,35,PANDA,0,49,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,,,
pinguixnft,BTC,0,0,0,PINGUIX,0,0,cluster_4,,,,,,,,,,
piperraynerocks,LINK,0,0,0,Piper Rayne,0,0,cluster_4,,,,,,,,,,
pixel_character,BTC,1198,1674,3829,Pixelcharacter,10,958,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8432087898254395,0.16212885081768036,4.830991744995117
princep75052065,ETH,15,27,43,@Princep75052065,0,90,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9994442462921143,0.36369332671165466,6.334305763244629
qebenna,ETH2,0,0,0,𝕰𝖑𝖎𝖆𝖘,0,0,cluster_4,,,,,,,,,,
qkground,ETH,432,3733,12953,DesignbyQK,3,575,cluster_4,3.0,3.0,1.0,1.0,2.0,6.0,0.0,0.9650196433067322,0.23113447427749634,5.156459808349609
razyfired,BTC,0,0,0,Rajat ฿🚀,0,0,cluster_4,,,,,,,,,,
riocityyx,BTC,43,7087,941,moxieee,0,2403,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
sammyando91,BTC,91,788,8217,SamLUKSO🆙,1,749,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.18876996636390686,0.6224600672721863,6.94126033782959
senolbaykallar,BTC,37,389,3733,Senol Baykallar 🏡,0,285,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9545707702636719,0.3102417588233948,10.18586540222168
shahaminsikder,ETH,0,0,0,Shah Amin Sikder Farabi,0,0,cluster_4,,,,,,,,,,
sohinear,ETH,42,1375,943,sokhi (sohi.near),0,826,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7783172726631165,0.26318052411079407,7.250059127807617
ssi_dk,LINK,0,0,0,Statens Serum Inst.,0,0,cluster_4,,,,,,,,,,
syncs,LINK,0,0,0,PWR sync,0,0,cluster_4,,,,,,,,,,
tbarnaud,SOL,0,0,0,Th Barnaudt,0,0,cluster_4,,,,,,,,,,
themarketdog,ETH2,0,0,0,The Market Dog ™️,0,0,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.37222743034362793,0.17590205371379852,6.362877368927002
themelissamilf,LINK,0,0,0,♥️ Melissa James ❤️ ( OnlyFans MILF ),0,0,cluster_4,,,,,,,,,,
thewinnerspace,BTC,341,36514,33919,tata🦋🙆🌈✨,0,2363,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
tobi_lehman,ETH2,514,1420,37872,Tobi Lehman,0,412,cluster_4,3.0,3.0,1.0,1.0,2.0,6.0,0.0,0.39782362431287766,0.21660498281319937,5.8550639152526855
tohexey,BTC,1394,3099,55272,CFCTeey,5,1631,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5003018975257874,0.2720765769481659,4.455451011657715
