id,twitter_query,followers_count,statuses_count,favourites_count,name,listed_count,friends_count,cluster
bagg506,SHIB,2,79,40,Bagg,1,49,cluster_0
baneswar_singh,LINK,54,938,930,Baneswar Singh,0,197,cluster_0
beckyaugustinn,SOL,1242,35033,14305,Becky,4,1223,cluster_0
billal2580,SHIB,14,841,568,MD Billal Hossain,0,335,cluster_0
binumudes,DOGE,0,73,84,Binumudes,1,41,cluster_0
boztle,LINK,206,1400,432,🐥 . 𝗥𝘂𝗯𝘆 ; mt after dm please・,0,195,cluster_0
buckaroocrypto,SHIB,15,2999,2687,BuckarooCrypto,0,17,cluster_0
buffer_finance,BTC,0,0,0,Buffer Finance,0,0,cluster_0
cacafecityx,SOL,79,1747,544,Felcacaa,0,592,cluster_0
cahluweh91,SOL,71,4102,2320,Cah Luweh,1,2326,cluster_0
caiocaioso22,LINK,0,0,0,Caiocaioso,0,0,cluster_0
canatak32,SOL,263,14896,57814,🇹🇷 Can Atak 🇹🇷🗺💚,1,1161,cluster_0
captaincreps,LINK,9980,14784,25115,Captain Creps - Sneaker Deals UK,6,5958,cluster_0
captreagan,SHIB,23,1011,323,WTK COLLECTOR,0,161,cluster_0
cashbro69,LINK,39,803,1025,CashBruh (FollowMe),7,434,cluster_0
catiacamposdas2,LINK,11,390,453,catia campos da silva,0,210,cluster_0
ccccuuuttteeee,LINK,111,134087,229623,^-^^-^,0,314,cluster_0
cemilotuzbir,SOL,3,13,21,Dr. Cemil Otuzbirlothbrok Schofieldkahpeninevladı,0,62,cluster_0
championsround,LINK,935,2528,2146,Champions Round,3,821,cluster_0
chimtaaa_,SHIB,159,42700,32358,🦠 saram 🦠,1,3321,cluster_0
christopher_t42,LINK,72,887,12850,Christopher 😷 🎄🎅☃️,1,78,cluster_0
clementomori,LINK,375,14504,84921,It's well with my soul,1,1156,cluster_0
clemonesergio,SOL,2552,4229,6041,Sergio Clemone 🍋,8,2355,cluster_0
cndnewsfeed,SHIB,1870,13383,932,CryptoNewsDaily,14,1208,cluster_0
collectionorder,SHIB,2,112,34,government order collection,0,119,cluster_0
comforta_1,SOL,9,756,426,Sunmade Tosin,0,426,cluster_0
cr4bsm,SHIB,12,260,201,Cr4bsMc4ppleton,0,45,cluster_0
criptoprofit80,SHIB,0,0,0,GananciasDigitales2.5 ⭐🍀🛎 #NFT #MrWizard 🧙‍♂️,0,0,cluster_0
cryptosnarko,DOGE,714,4853,15962,SpacePunk Emperor,1,821,cluster_0
cuysebat,LINK,16,1154,1956,sebat_cuy,0,234,cluster_0
cynezfnz82emnee,DOGE,9,2,0,Lewis Sailsbury,0,0,cluster_0
czimm74,SHIB,21,61,39,Craig Zimmerman,0,451,cluster_0
d_sarvias,LINK,0,0,0,danyal sarviaS,0,0,cluster_0
danialnaza_,SOL,1970,26352,16456,Danny Dicaprio,8,2857,cluster_0
daniel86011956,SOL,154,1976,1574,Danny Rozy,1,975,cluster_0
daudremilekun,LINK,186,3147,2964,AmAddictiveToNFTs.Near,2,2470,cluster_0
deelikadir,SHIB,19,708,1525,DEELIKADIR.arslan,0,98,cluster_0
defiavalanche,ETH2,0,0,0,Avalanche Defi Listings 🔺,0,0,cluster_0
deldemucan,LINK,3578,8436,982,DelDemUCan,80,713,cluster_0
designaustralia,DOGE,1877,8462,23026,PixNix,89,3107,cluster_0
dir_major_malls,LINK,1118,5000,514,Directory of Major Malls,50,1049,cluster_0
donaldm13167941,SHIB,253,1774,2650,Lupin Eresen#SHIBAFORLIFE,1,883,cluster_0
drukerstin,SOL,0,0,0,kerstin dru,0,0,cluster_0
dutchie68can,LINK,153,6165,25251,smiley,0,530,cluster_0
ebuyfinance,BTC,0,0,0,Ebuy Finance,0,0,cluster_0
el_shib_j,SHIB,1,63,110,SHIB_ONLY,3,11,cluster_0
elinformeblue,SOL,1048,2604,3293,GG @KroyBank,5,3067,cluster_0
ellcityxx,SHIB,292,40235,5400,ell win in december🎄,0,3238,cluster_0
elmarmoelzer,LINK,0,0,0,Elmar Moelzer,0,0,cluster_0
elzipppo,LINK,11,545,11635,domo,0,324,cluster_0
erif82431176,LINK,0,38,15,Erif Sarifudin,0,45,cluster_0
eucarlosvinii,SOL,245,636,830,Carlos Vinicius 🔥,0,346,cluster_0
eviandri0,SHIB,27,846,284,Evi andri,0,396,cluster_0
fabianavazquez7,SOL,90,1341,4070,Fabiana Vázquez 🇲🇽 🌵🇫🇮 🌳,0,803,cluster_0
fabio51267859,SOL,23,987,2837,Fabio,1,91,cluster_0
fabio_ventura55,LINK,117,6406,6281,Fabio,0,261,cluster_0
fatih_sac,LINK,7,5,2,Fatih Saç,1,31,cluster_0
fatzeus6,LINK,167,24520,1364,ibbi 🇵🇸🇵🇸,5,138,cluster_0
fixedonvampsxox,LINK,1826,20475,22396,Beth is talking to the stars,40,3630,cluster_0
fooled_trooper,LINK,353,95438,109776,Fooled Trooper,3,828,cluster_0
franlvieira,SOL,0,0,0,Francine,0,0,cluster_0
frehiwo69438597,ETH2,66,1144,1506,Frehiwot,0,213,cluster_0
gbengaxy,SOL,163,4255,1630,Prince Gbengao,1,1179,cluster_0
ghatart,LINK,0,0,0,GHAT,0,0,cluster_0
gidle_25,LINK,40,24934,1822,T-ARA,2,4994,cluster_0
godspowerarchi4,SHIB,18,159,77,Godspower Archibong,0,120,cluster_0
gosyujang,LINK,629,769,2539,sunflovvah || 🐻🦊,1,590,cluster_0
gregor208,SOL,0,1,0,Joris Mende,0,43,cluster_0
gricid94,SHIB,420,31152,42641,Grace Cliff,1,4910,cluster_0
gummibeebee,LINK,335,89416,17158,🍀 Brie.🍀,2,5004,cluster_0
hadi30519429,SHIB,8,172,93,Hadi,0,15,cluster_0
hari_thakan,LINK,1004,820,59154,Hari Thakan RLP,0,1327,cluster_0
harrishfeo,LINK,9,18,3,harris,0,98,cluster_0
heart4jimin,LINK,140,3342,18614,ʙʜᴀɢʏ|PrettiestMimi,0,291,cluster_0
hemerotecarmcf,SOL,0,0,0,Hemeroteca RMCF,0,0,cluster_0
henrysagari,SOL,30,1038,462,Sagari,1,662,cluster_0
herrydinata22,SOL,111,3978,2362,Herry Sumadinata,0,774,cluster_0
hoanji_kook,LINK,68,1500,2804,ᴀɴɢᴇʟᴀ_ꜱᴇᴏᴋ๑🍥♡,0,541,cluster_0
htnthnh3,SOL,54,344,5212,Thinhtan,2,351,cluster_0
huuhung66650007,LINK,6,5,4,huuhung,0,73,cluster_0
iam_justine13,SHIB,67,21892,10847,bLastEri 🌕🎮,1,1654,cluster_0
ichakoirala,DOGE,0,0,0,Icha Koirala,0,0,cluster_0
ijasonwu,LINK,35874,237673,169072,Jason Wu 👏🏻😷💉🏊‍♂️🍐🌷🌳🦮👨‍👨‍👧‍👦🏠,1370,34227,cluster_0
iloveanimalstoo,LINK,1896,2125,2481,Dina & Rafida pets Shelter,4,1813,cluster_0
ilovedecay,ETH,0,0,0,andyschwetz.eth,0,0,cluster_0
ilymaim___,SOL,50,2589,340,mim!,0,935,cluster_0
infamouss_k,LINK,61,40757,267,PrishaPri,0,101,cluster_0
isa_aaaaa,LINK,0,0,0,"ESPECIALISTA 77,47%🔥",0,0,cluster_0
isabelg21578393,SOL,97,3180,3769,Isabel Garnica💜🌌,0,124,cluster_0
itsmemrnft,SOL,175,3214,1957,itsmemrnft💘,0,1050,cluster_0
jaemcityxnov23,SOL,118,15516,10400,shinji.alanza☀,0,3635,cluster_0
jaemcityxyz_,SOL,2232,44532,7547,Leogurl 🧸,1,4001,cluster_0
jaentcityx,SOL,108,19926,5362,Jaen🦋🌺,1,4637,cluster_0
jardielester,SHIB,1,88,98,Jardie Lester Lacap,0,27,cluster_0
javiercroes1,SHIB,71,909,1012,Javier Croes,0,120,cluster_0
javifle,SHIB,819,15793,4782,Javi,22,2435,cluster_0
jcortez1818,LINK,40,238,212,Jabby|AS,0,125,cluster_0
jennskimx,SOL,11,1192,483,alyssa,0,333,cluster_0
jeremybllc,SOL,90,1047,1742,SHIB_HODLer,1,150,cluster_0
jimmmy_93,SHIB,1,3,0,jimmy,0,3,cluster_0
jmalcervelli,SHIB,264,2464,6916,Shib & Saitama Hodler,1,720,cluster_0
jowanabasino,LINK,29,317,624,JOANNA,0,76,cluster_0
jtu35,SOL,108,6451,6484,Pascal-35 😉,1,307,cluster_0
juicy_sammy,LINK,942,230074,126694,🐥스윗스웻jim🐥,4,581,cluster_0
katherine7neel,LINK,0,0,0,Katherine,0,0,cluster_0
keyseyh_beyaz,LINK,23,6544,6326,Rokuji Vinsmoke~,0,114,cluster_0
khalifarifin1,SHIB,0,0,0,Khalif arifin,0,0,cluster_0
kiirusagi,LINK,19,532,1798,Kirusagi♥️,0,530,cluster_0
kin_xander20,LINK,511,1013,116,👿 kin_xander20 😇,1,1674,cluster_0
king_alouise,LINK,541,5369,12466,NotASingleRepublicanVote,0,731,cluster_0
kokoaung145,DOGE,0,0,0,kokoaung,0,0,cluster_0
koma12ee,SOL,0,0,0,우롱차요정,0,0,cluster_0
koolovebell,LINK,2016,17319,14703,`bell★| Yours mía,2,1659,cluster_0
kuromizu1008,LINK,351,20775,116643,黒蜜,3,416,cluster_0
lamargaridecadi,LINK,0,0,0,LaMargari💙,0,0,cluster_0
legionpunksdao,SOL,556,85,1087,LegionsDAO,1,29,cluster_0
leslayngkang21,SOL,3,40,32,Leslay,0,46,cluster_0
levent7813,SOL,10,332,163,Levent78,0,315,cluster_0
liberty21607902,LINK,26,6,3,Liberty,0,31,cluster_0
lichaen23577093,LINK,177,11864,6902,Lichaeng,0,242,cluster_0
lidia32645744,SOL,80,2560,3971,Lidia,1,247,cluster_0
lilichanx3,SOL,5,1164,1610,Lili,0,110,cluster_0
limon92729847,LINK,20,271,230,Limon,0,190,cluster_0
liptaklorant,SOL,80,1184,16081,NFTspoon,1,167,cluster_0
lololemon7887,SHIB,9,134,508,LOLOLEMON,1,262,cluster_0
longlegswonwoo,LINK,310,24017,22169,lima 🎸,18,306,cluster_0
lootroyal,SHIB,668,2892,4778,RoyalLoot #RichQuack,0,752,cluster_0
lrk797,SOL,169,3603,2131,Lucky.ETH.ens,3,1577,cluster_0
lyxor,ETH2,0,0,0,Lyxor,0,0,cluster_0
mahcorinthians,SOL,33,867,2479,Mari Damacena,0,105,cluster_0
makcityx,LINK,5,842,334,Makcityx,0,415,cluster_0
manycityx,SOL,381,47093,15087,taaa||free tag🍀,0,5001,cluster_0
maolindas,LINK,11350,583426,283985,🐾CLAUDIA🐾,351,7041,cluster_0
marpolar6,SOL,0,0,0,olampe,0,0,cluster_0
mary22369918,LINK,1482,310,3300,Mary91,3,561,cluster_0
matteoru2,SOL,128,710,2959,SolGlitch,4,782,cluster_0
maximeoneil,LINK,21,503,1326,MaxO,0,62,cluster_0
maxrushden,LINK,0,0,0,Max Rushden 💙,0,0,cluster_0
mayaguez1975,SOL,376,29142,29527,Tony González,4,1536,cluster_0
mehwishwaqar7,SHIB,0,3,3,Mehwish waqar,0,8,cluster_0
microsofthelps,LINK,425847,448023,1455,Microsoft Support,3150,53,cluster_0
miren46101030,LINK,0,0,0,Mirencomosalta,0,0,cluster_0
missgif1,SOL,952,20949,54645,Miss Gif ♦️,4,3847,cluster_0
monica55349330,LINK,1462,22346,18701,Gata 😻😻😻😻😻😻😻😻😻😻,0,1769,cluster_0
moonchilddxz,DOGE,0,0,0,hiba》,0,0,cluster_0
mortimer_fu,SOL,117050,107519,86016,Pelícano manchú 🏴‍☠️ 🇪🇦,1030,722,cluster_0
mr_tim_h,SOL,0,0,0,Tim Howard,0,0,cluster_0
mrinaljain01,SHIB,374,17920,18208,Hash Puppy,4,448,cluster_0
mrw_babel_on,LINK,4917,156495,127272,"Don't have an FBI file, you haven't tried hard...",2,5328,cluster_0
mrz1168315011,DOGE,18,3181,2017,Mrz11,0,1459,cluster_0
mstpinky2,BTC,0,0,0,Mst Pinky,0,0,cluster_0
mucahitcengizz,SHIB,96,659,3419,Mücahit Gülçin Cengiz,1,78,cluster_0
mule28950943,ETH2,66,5181,6149,Mule,0,228,cluster_0
mustafa85738271,SHIB,5,2,86,meroğlu,0,25,cluster_0
muthuka40757363,LINK,12,7033,8064,Muthu Karthik,0,144,cluster_0
n9nmp,LINK,0,1,37,ริน,0,5,cluster_0
nayak_samaru,SHIB,9,238,101,Samaru Nayak,0,124,cluster_0
neha3252,SOL,28,545,285,Neha325.bit,1,338,cluster_0
nfts_home,ETH,0,0,0,NFTs Home,0,0,cluster_0
nickytejeda,SOL,0,0,0,NICASIO CRISnerista,0,0,cluster_0
ninidyodyo,LINK,297,521262,628331,EKK开I 🐻,6,1473,cluster_0
notafaso,SOL,0,0,0,Lo Sinson,0,0,cluster_0
notthatronin,LINK,1599,46399,48238,Ronin,0,698,cluster_0
ntenejosephine,SOL,132,2144,1991,Josephine Johnson,0,1424,cluster_0
observandopss,LINK,100,335,610,Só de Olho 👀 - Léo,0,671,cluster_0
officialsdg7,LINK,465,21794,13753,Spooky🎹.eth,11,223,cluster_0
olewuike_kizito,LINK,59,147,928,Olewuike Kizito,2,915,cluster_0
ori_debig_beats,LINK,0,0,0,ツ Ø ͏ Ʀ ͏ ł ™ ͏ ͏ ❼,0,0,cluster_0
osmanyimer,ETH2,104,2993,938,Osman Yimer Mohammed,0,466,cluster_0
ovon_,LINK,44,9661,5076,🐑🍄*.ﾟ・,1,95,cluster_0
ozkanseven25,SOL,7,5,97,Özkan Seven,0,23,cluster_0
pa_trick_13,LINK,1,12,4,Patrick Bandy,0,13,cluster_0
paruparu_86,LINK,0,0,0,浜野はるきですっ。,0,0,cluster_0
pashtael,LINK,654,13345,15522,cipp⁷,2,914,cluster_0
paul_crypto_,LINK,80,582,2099,paul$$,0,243,cluster_0
peacockcoin1,SHIB,52,2404,4463,Peacock🌼,0,95,cluster_0
pejmanpanahi,SHIB,18,390,482,Pej,0,70,cluster_0
peliza56,LINK,415,4347,17042,🎄PowerEliza56,2,249,cluster_0
petr0vich09,LINK,0,2,0,DenGame,0,2,cluster_0
plant_genetics,LINK,457,1420,1129,☘ Dawit ☘,12,499,cluster_0
plotus20,SOL,0,12,5,Yolo,0,9,cluster_0
plus228628,LINK,60,1179,866,Plus,1,994,cluster_0
potparallel,LINK,12041,121922,114415,People Of The Parallel,69,8866,cluster_0
prplcheetah,LINK,615,14768,70388,PurpleCheetah,0,1579,cluster_0
putra04053,LINK,2,191,169,Putra,0,7,cluster_0
quadtreblechamp,LINK,145,2147,781,Quad Treble Champions,1,230,cluster_0
queenjuliebean,LINK,48363,39607,59624,Julie (they/them) 🕸,71,1367,cluster_0
queenyiin,LINK,451,9761,16942,nis'nis🍭 jastul • jasa promosi jual pc,0,727,cluster_0
quynhma11808,LINK,98,15,10,quynhmai,0,138,cluster_0
rabfish,LINK,1044,6135,16966,Rabea,14,4784,cluster_0
rafaelaugustop,BTC,0,0,0,Rafael Augusto,0,0,cluster_0
rakishieee,SOL,54,46450,12739,raki 🍫,1,5004,cluster_0
ram87692184,SHIB,147,4601,8981,Ram🇮🇳(ರಾಮ್),2,1232,cluster_0
randypennell,BTC,0,0,0,Randy Pennell,0,0,cluster_0
realrjperalta,ETH2,0,0,0,DRIPNOID,0,0,cluster_0
realswimburger,LINK,1843,9595,58901,Niels Swimburger.NET 🍔👨‍💻,56,1806,cluster_0
ribaakbar_,SOL,94,37630,27026,Riba🍀 🌿✨,0,4619,cluster_0
rmcccff,SOL,1290,538,572,sdv ou unf,1,1421,cluster_0
road_trucks,SHIB,1,34,17,Trucks Road,1,57,cluster_0
rohitka38497865,SHIB,34,1818,3955,Rohit K,0,70,cluster_0
rontarowo,LINK,58,8274,85394,whomst've,2,2058,cluster_0
roy71911,SHIB,27,1989,1272,Roy,1,51,cluster_0
rrob,LINK,480,6294,21092,rrob,4,1539,cluster_0
sa_elly01,SOL,47,333,391,Steve bills,0,444,cluster_0
saadalam86,LINK,8,1059,774,saad,0,1050,cluster_0
samanthaferrec,LINK,5273,1627,1793,Samanta Ferrec,11,132,cluster_0
savyultras90,LINK,0,0,0,Marco Filograsso,0,0,cluster_0
say4pp4t4h012,LINK,170,15299,8599,farida_ida🎆☁☔,1,2563,cluster_0
sbc_tips,LINK,0,0,0,SAF - SBC Tips,0,0,cluster_0
scottishbktrust,LINK,0,0,0,Scottish Book Trust,0,0,cluster_0
scruffingham,SOL,1625,2769,8398,Ishigami,1,2582,cluster_0
seobangh,LINK,4,122,256,유태인,0,4,cluster_0
setso_se,LINK,41,104,397,se,0,78,cluster_0
shahrooz5757,LINK,1,607,486,shahrooz mahmoodi,0,310,cluster_0
shelreiii,LINK,192,10352,51718,shel,0,349,cluster_0
sikandercrypto,SOL,12,1039,4,Crypto_NFT_sikander,0,30,cluster_0
siska_ming3,SOL,87,1874,962,Siska,0,1054,cluster_0
smallstreamhype,LINK,410,31081,1,SmallStreamHype,3,1,cluster_0
sol__no_1,SOL,208,2307,2717,みゆは夢絵2枚再掲したよ❗,14,202,cluster_0
sonrysonry,SHIB,57,4550,6528,Sory,0,103,cluster_0
sowbrak,SOL,0,0,0,Krulowa sowa z WIELKIEGO RAKOWA,0,0,cluster_0
sshnbz,SHIB,91,1087,1121,sait sahinbaz,0,312,cluster_0
sssalejo,SOL,257,8676,11919,♚ Larosa ♚,1,411,cluster_0
stauffermatt,ETH2,0,0,0,Matt Stauffer,0,0,cluster_0
stefan_ayo,SOL,0,0,0,Stefan,0,0,cluster_0
terserahpicknav,SHIB,25,3328,961,ga ada temen disini 😢,1,1361,cluster_0
tf_unkn0wn,DOGE,18,459,106,TF,0,6,cluster_0
theasnookshop,LINK,61,155,90,🧸 Thea’s Nook 🛍,0,0,cluster_0
thechaovault,LINK,176,3468,5719,TheChaoVault,0,1603,cluster_0
theroyallist1,LINK,11,160,77,theroyallist,1,49,cluster_0
theuseeus,LINK,2058,15650,83487,Theuseus,2,443,cluster_0
thoughts_404_,LINK,16,13573,72193,Nottaken,0,77,cluster_0
tikfin_,SOL,24,249,204,TikFin,0,13,cluster_0
tinkerbellwins,SOL,174,34372,8656,pixiEduSt; LET ME WIN,0,5001,cluster_0
tobiashaolu3,SOL,836,6251,12312,Tobi Ashaolu,1,793,cluster_0
tuhafbiridir,SOL,8,362,712,Alçak basınç,1,103,cluster_0
tukimen20065867,SOL,270,1712,1710,ItsMeHans,1,678,cluster_0
turingresearch,SOL,0,0,0,TuringDAO,0,0,cluster_0
tyomibubu,SOL,156,15937,2281,dey freetag🧛🏻‍🥀,0,3026,cluster_0
udeorjij,SOL,1,175,65,Udeorji Jerry Joseph,1,118,cluster_0
ujennymore,LINK,147,5211,4783,Jennifer 🔱 ⭕ 💰,0,260,cluster_0
unicienciasomos,SOL,330,8694,3130,@UniCienciaSomos,0,1549,cluster_0
victorsharma12,SHIB,403,376351,384844,Victor Sharma,10,1182,cluster_0
volkankus2,LINK,106,4022,2507,volkankus,1,190,cluster_0
waleskavergara1,SHIB,91,18223,72912,arenitaswk13,1,279,cluster_0
wong3eth,SHIB,226,341,869,"wong3.eth(📜,📜)",4,386,cluster_0
world1_1podcast,LINK,0,0,0,World 1-1 Podcast,0,0,cluster_0
xazerwon069068,BTC,0,0,0,Xazerwon069068🇹🇷🇦🇿🇩🇿,0,0,cluster_0
yanlky,SOL,2355,108504,130237,Yan Le Zairois (Katumbiste),16,802,cluster_0
yooshi_arabic,LINK,16,34,20,Yooshi,0,17,cluster_0
yutoriboochan,BTC,0,0,0,yutori部長,0,0,cluster_0
zaconfidential,LINK,756,15099,783,ZA Confidential,15,311,cluster_0
zech0221093,SHIB,10,132,38,Napo Khethisa,0,282,cluster_0
zelizel85503431,ETH2,98,1086,826,one#Ethiopia#,0,116,cluster_0
zellasky,LINK,168,13534,57780,Zella Sky,2,388,cluster_0
zinternete,SHIB,6,921,177,Zarobotok Internete,0,336,cluster_0
zorro7xd,LINK,158,409,11187,𝐙𝐎𝐑𝐑𝐎,1,221,cluster_0
06__baskentli,BTC,0,0,0,cakallar Bi yol alsın,0,0,cluster_0
0xj29,ETH2,0,0,0,"0xJ29 🦇🔊💰, 🐸, (🌳,🌳)",0,0,cluster_0
12345f56,LINK,6,708,111,Afandi,0,73,cluster_0
__nnymk,LINK,13,74396,2631,NN :),0,147,cluster_0
_ajunwa,LINK,122,217,2370,the tribesman 🐾,0,675,cluster_0
_anneknownnn,LINK,780,148266,383212,nic,3,699,cluster_0
_leeknow1025,LINK,45,1011,685,🐰,0,79,cluster_0
_redcalamity,LINK,210,2267,10244,Nelson,0,283,cluster_0
_runa_at_lv99,LINK,52,2051,5782,るな🌙*ﾟ@辛味,6,55,cluster_0
_sosakaren_,LINK,189,2553,5593,Karen🇵🇾,0,307,cluster_0
abeoumand,SHIB,53,4922,7037,mohammad abroumand,0,12,cluster_0
about63703526,LINK,649,16681,26222,ユウジ,17,1647,cluster_0
acidnaddy,LINK,302,36318,4363,Song Nae Ddy🇵🇸🏴,0,123,cluster_0
adeyemiadedotu8,SOL,0,0,0,Adeyemi adedotun,0,0,cluster_0
aeonghae_e,LINK,28,2711,7000,al | midterms in the haus 😵,0,138,cluster_0
afiqanis_fieqa,LINK,97,26705,27623,afiqanis_anis_🍀,0,489,cluster_0
aghazadehnikrad,LINK,3,51,44,NaghiAghazadeh,0,68,cluster_0
ahlihesham,SOL,0,0,0,النوخذة,0,0,cluster_0
akarsh21763568,SOL,49,954,417,Ashu,1,674,cluster_0
akmur22,LINK,318,6576,2779,güneş çiçeği,1,201,cluster_0
akpofure_sara,SOL,379,2556,1010,Akpofure golden sara,0,1834,cluster_0
akshayarul11,LINK,202,3058,177335,Akshay Arul,0,546,cluster_0
aktieuniverset,LINK,9203,5973,5305,Aktieuniverset,93,30,cluster_0
alencrypto_eth,ETH,0,0,0,Alen,0,0,cluster_0
alexand41369418,LINK,2,44,111,Alexander,0,206,cluster_0
alinazi96885430,SOL,14,81,62,Ali Nazir,0,106,cluster_0
allurelamour69,LINK,184,2171,1756,𝕬𝖑𝖑𝖚𝖗𝖊𝕷'𝖆𝖒𝖔𝖚𝖗 𝕲𝖔𝖙𝖍𝖎𝖈𝖈𝖂𝖍𝖔𝖗𝖊,1,574,cluster_0
alwaysjuyeon_,LINK,125,5932,12628,ʍaʏá🌷,1,197,cluster_0
amirr_esmi,LINK,0,2,0,Amir Esmi,0,64,cluster_0
amotevakel,DOGE,0,0,0,Ahmad Motevakel,0,0,cluster_0
angelamae23rd,LINK,16,1170,660,ANGELA,0,141,cluster_0
angesamah98,SHIB,11,457,166,Ange Samah,0,268,cluster_0
aninhapooli,SOL,8,394,1707,polyana,0,160,cluster_0
anjana46100891,ETH2,0,0,0,Anjana,0,0,cluster_0
aridwip11,LINK,3,196,156,ARIGANDEN,0,160,cluster_0
armando61008201,LINK,7,6,972,Armando,0,74,cluster_0
arsenal_bwoi,LINK,167,22983,25169,Arsenal Bwoi,0,74,cluster_0
aryanyan83,LINK,707,2389,1851,A 12 YAN,2,476,cluster_0
asep_ayah_ratu,SHIB,32,2084,1785,asep sudrajat,0,347,cluster_0
az748530140,SHIB,0,0,0,AZ7,0,0,cluster_0
azhwab,SOL,7,56,39,azhwab,1,122,cluster_0
b64661209,SOL,14,519,208,B,0,210,cluster_0
babybelindzuh,LINK,533,1203,2100,ONLY FOR BELLE,0,312,cluster_0
bao021298,LINK,3,152,100,Bảo,0,90,cluster_0
baskenbilal,SHIB,2,32,168,Bilal Basken,1,11,cluster_0
beepositivebtc,SOL,867,520,186,Bee 🐝 Positive Signals,10,36,cluster_0
bhadjhay03,SOL,2,11,6,Nwauzor Daniel,0,50,cluster_0
billyg78417445,SOL,2,114,431,BillyG,0,17,cluster_0
bilsonjay,LINK,0,0,0,Jay'Billo'Bilson,0,0,cluster_0
binho__sol,SOL,123,9174,26891,Binho🏁💻,1,352,cluster_0
bitcoinpostasi,SHIB,282,4870,21903,Bitcoin Post 🌖,0,1297,cluster_0
blessin87681898,SOL,0,0,0,Blessing Eke,0,0,cluster_0
bousquetren2,SOL,11,559,4,Bousquet René,0,95,cluster_0
bowenchris,ETH2,0,0,0,Chris Bowen,0,0,cluster_0
branimi91901634,SHIB,0,17,45,Branimir,1,29,cluster_0
brettsboysxxx,LINK,216443,24122,10183,🏳️‍🌈BRETT’S BOYS ➡️ 🇪🇸November GRAN CANARIA,617,247,cluster_0
btsrmjsgjhjmvjk,LINK,36,18015,22087,BTS4ever💕,0,320,cluster_0
bulldemy_,SOL,87,170,12,🐂 Bulldemy,1,86,cluster_0
caddegb,SOL,32,567,447,Darkland,0,49,cluster_0
cakentolala,SOL,41,2934,2316,KEN KEN 🐣| SOFT KEN ERA 🎉,0,882,cluster_0
callme_jay601,LINK,888,25165,25454,James,1,3400,cluster_0
canidlatrans,SOL,2507,8084,22021,"Quijote (🌉,🌉)",67,412,cluster_0
carlostapval,SOL,0,0,0,Carlos,0,0,cluster_0
carriedenne1,LINK,4700,57289,307563,CarrieD,4,3854,cluster_0
ccidotcity,SHIB,0,0,0,The Charter Cities Institute,0,0,cluster_0
cepineda51,SHIB,0,126,67,shiba to the moon 🌙🌙🌙🌙,0,17,cluster_0
cestnamur,ETH2,0,0,0,Cestnamur,0,0,cluster_0
chadematz,LINK,0,0,0,CHADEMA Tanzania,0,0,cluster_0
charlesandadri,SHIB,52,1208,3854,Charles and Adri,0,248,cluster_0
charlesmaxito3,LINK,10,250,94,Max25@,2,215,cluster_0
cheese_3babe,LINK,0,0,0,💛가족찾는 새우💛,0,0,cluster_0
chinfinite_ct,LINK,2,154,188,chinfiniteCT,0,32,cluster_0
cockoroach1,LINK,97,11568,14,Akun Telor,2,181,cluster_0
cody_pete86,DOGE,7,63,83,Cody,0,38,cluster_0
cokgoat,SHIB,56,2863,700,COKGOAT,4,769,cluster_0
coopmike48,LINK,7876,1006784,50381,Coopmike48,471,8555,cluster_0
cryptocapflow,SOL,1942,210489,156,CryptoCapFlow,25,433,cluster_0
cryptogenius333,SHIB,0,0,0,Crypto Genius,0,0,cluster_0
cryptolime030,SOL,20,94,104,Nasty Lime,0,44,cluster_0
csdesign72,LINK,1351,5537,13393,Clint Schultz,28,276,cluster_0
cstacey91,SHIB,740,1811,3930,CryptoStacey91,4,742,cluster_0
curvyadmire,LINK,232,2701,1148,Curvyadmire,1,356,cluster_0
cybermimikyu,SHIB,1208,2840,1648,cybermimikyu.crypto # Won't use TNS anymore..,0,801,cluster_0
cybersecurityn8,SHIB,22247,1005859,0,Cyber Security News,294,2,cluster_0
czcnmqjs,SOL,372,9883,3564,FuckCH,4,3154,cluster_0
d_1_who_fucks_u,LINK,60,2366,91,The Who,1,1396,cluster_0
donors_club,SHIB,1192,3793,5115,Emeka Nwogu,3,2322,cluster_0
doocentral,LINK,0,0,0,Central SD 🧡,0,0,cluster_0
douglas26615868,BTC,0,0,0,Douglas E,0,0,cluster_0
dyshasi,SHIB,30,1141,1374,Dyshasi,1,385,cluster_0
dziedzormone,SOL,26,148,135,Yao,0,63,cluster_0
earlybirdgainz,SHIB,248,2593,10506,₿LOCK⛓️OWL!,3,871,cluster_0
eira_crypto,SHIB,0,0,0,Eira,0,0,cluster_0
elcanijodejerez,SOL,0,0,0,El Canijo de Jerez,0,0,cluster_0
elgus_s,SOL,0,0,0,Ignacio Arratia 🌳,0,0,cluster_0
empower24_,SHIB,56,1611,1283,TO THE MOON!,0,118,cluster_0
eromag_cz,LINK,384,33327,3764,EroMag.cz,1,1303,cluster_0
etherealsadi,SOL,2846,8301,14461,گوشـــــــمــاهــــــــــی,0,2815,cluster_0
exo_knfinity,LINK,176,662,315,hUNyOoo,0,451,cluster_0
f6donmelo,LINK,131,19055,3092,Fire Steve Nash,3,315,cluster_0
fbbal63,SOL,0,323,247,FbBal,0,10,cluster_0
feltonssj23,LINK,10,60,46,felix,0,95,cluster_0
